reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOG0WGohMnvMsFB3QKAvEKlhcyOx2baqRcrhrwA9LNKUIkLjjIG2wtjE3o8hFc_yioXRsXxYhlajGQNtRLQ,Eka siti lestari,https://play-lh.googleusercontent.com/a-/AOh14GggyjTuHlyIHipLMvaPnFBWroxW_0rXlCkLL5I8,"Kenapa tidak bisa kirim laporan, diperbaharui bukannya makin lancar ini kok malah tidak bisa mengirimkan laporan/menyimpan! Tolong ditindak lanjuti.",1,2,1.2.23,2021-08-14 18:14:37,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #NL",2021-08-16 09:45:54
gp:AOqpTOEhruTd2USInQimw_rm7M4Va2cSbMV9zI8RYPLKGAIg1-jVqza5djQvbQTX1Ob3oLA_i2kMQjDXpx15KOQ,Siti Nurhayati,https://play-lh.googleusercontent.com/a/AATXAJyw41oxOQqEhANokB-5jemFnKa4PP2mYyvPtP-z=mo,Agak lemot buka aplikasi nya,1,0,1.2.38,2021-12-27 17:31:46,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #CTK",2021-12-28 09:09:05
gp:AOqpTOGBvxYD6XyhFtoWRHNChSzm-WcniDZcfU4poJTDx_NLmCJgqlMH5aTclse7Cj_FAu5c6iKMF0_sReLz1uY,Muhamad Fijar,https://play-lh.googleusercontent.com/a-/AOh14GgEX4c16zDPizsbf1xI3We7Wo1B2VUPP2IqNZ8y,"Isi data permodalan di aplikasi jaki bahaya tidak ya, msalah nya setelah isi malah eror platform nya, mohon bantuan nya",5,2,1.2.23,2021-08-25 16:26:26,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #TA",2021-08-26 09:34:16
gp:AOqpTOGwm282TJxkypLz56jRwmfHRgGiBspDrq3RHRgC-6rPX73g5ahpBNbX6sOQxaOBRrXohJXgF4dQBWxsOzw,Eddy Hasanuddin,https://play-lh.googleusercontent.com/a-/AOh14GiBLBJ8DvuVQTIQquvfk1ru595jZ_JmwJibTA8T,"Bila kondisi penggunaan aplikasi ini sangat padat, susah masuk ke link yang dituju sehingga tidak ada beda dengan menggunakan link biasa, terima kasih.",3,1,1.2.20,2021-06-26 02:15:33,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #HB",2021-06-28 08:29:18
gp:AOqpTOEoa5zEDe5_4ghtODpQkp2kKwWeVI39vMbZtDBqqvGtX904ZHSoLykITEbfvYqXXRWtXGeHJsH7sXHAQlg,Annisa,https://play-lh.googleusercontent.com/a-/AOh14GiD3Xn79pmeh4svEYSmGornNwbBr44ZQdEUhYjxkx8,"Min call center telpon kemana? Saya mau daftar vaksin gak bisa-bisa, tulisan nya gak terdaftar nik saya padalah udah bener sampe berkali-kali, chat online itu cuma bot doang gak membantu",3,8,1.2.20,2021-06-22 10:46:49,,
gp:AOqpTOG1Yq7tk4QdcRXnw4dRjPTRPX0lE6GhVxoZHbitiuxGPngXXxQw3WewtbCEzAKmatKfHrzOTm0huUE2XB0,Rangga pramesta Wisnu wardana,https://play-lh.googleusercontent.com/a-/AOh14GgxtpO4lRVtUusp5xMvbyywbmqMjPgjoItErY3efw,Saya vaksin dari tgl 14 sampai saat ini dan sudah di vaksin knp di aplikasi nya belum terdaftar vaksin dan SMS atau gmail pun tidak ada yg masuk sampai sekarang? Gimana?,3,1,1.2.21,2021-07-15 07:51:12,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #BF",2021-07-16 10:06:20
gp:AOqpTOHDk-dTB4KnjhmhzyV8IkjEmIRJrhEg5-Eq0JlhbZ7xcs_6PgL3f5FK1D7NP11Sa4s3Y63UvMuNLa1ohzc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Engga compatible di smua platform hp/ emang servernya srng down gtu? Mohon bantuannya, udh daftar eh dikira gaada koneksi.. masa aplikasi pemerintah begini? Situ bercanda? Fix it",1,2,1.1.11,2020-03-13 20:49:47,,
gp:AOqpTOEkJFwmywOz1FETRkrs_vT2OLDMfMxk7811z5uCFzZ1WbQD6qvBbLzqOgPUxW_5ca_i1ttlmWBW9dMG7VQ,Fandi Rahman H,https://play-lh.googleusercontent.com/a-/AOh14GhU731LdNbCdTbnfDjT1ORCU0IWhlu9BKiJlqPlWg,"Aplikasi ga jelas, yg ribet jadi makin ribet. Fitur JakCLM yg buat bepergian udah gaada lagi semenjak di update.",2,0,1.1.33,2020-07-26 11:20:04,"Hai Jakizen, kamu dapat mengakses jakCLM dengan cara klik icon ""Lainnya"" pada beranda kemudian pilih fitur JakCo. Terima Kasih",2020-07-27 09:17:05
gp:AOqpTOEungQdPrjerODEUhTgAUrSFwLLao3LLEbQICG4UJxnNb6CgXe4r-a2rEUk7xxNnSNPzMF-8ijB6zfYD54,WA ODE OLIN PORIMATA PUTRI,https://play-lh.googleusercontent.com/a-/AOh14GgRhtqfbTcsl0hheYJB3BBNT8lDGrMBVwjuF9cF,Kasi satu bintang. Soalnya hasil tes clm gk bisa di download. Skarang bingung nyari datanya di mna. Mau tes ulang gk bisa katanya. Tolong di respon bgai mna sya bisa mengecek hasil tes saya. Soalnya butuh itu,1,0,,2021-04-10 22:53:27,"Hi kak, mohon maaf atas ketidaknyamanannya. Untuk mengatasi masalah ini, mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan masalah tersebut melalui email kami di dki@jakarta.go.id Terima kasih telah menggunakan JAKI :) #AHL",2021-04-12 09:24:55
gp:AOqpTOHifhhJaql1ee7VXjxY0AKs-DjknBqw7KFYqY8drpKd045AZ1XMrrIuPwjikHw1Q4XzxcqQMN9Xi4GpHyc,Agus Junaedi,https://play-lh.googleusercontent.com/a-/AOh14Gim0iTx2lUGFQ2mmNsfXQqSctXAzW2pwjRX3eChow,"Keren aplikasi nya sangat membantu, saya vaksinasi ga sampe 1 jam, sudh beres..trimakasih ya..",5,1,1.2.21,2021-07-11 15:34:39,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #HB",2021-07-12 10:46:11
gp:AOqpTOElkV75NQbWvhvbWEx0N3eydT8U4L2DL978I87vkqvKJrwGvm1sYCGum43HwQPfuR4EZv0mo5XCa4KA1xs,Riky Izzan,https://play-lh.googleusercontent.com/a/AATXAJz3MPkPaYfRHTZi7igWyxFbbUpKrcwnxzoAYQGf=mo,"Aplikasi tolol,vaksin tgl jam dan tempatnya jelas. Tp pas Dateng udah gak ada pelayanan. Tutup aja nih aplikasi.",1,1,1.2.20,2021-06-28 13:44:25,,
gp:AOqpTOHUynYk4InHELzdS7vbBndwhYO7GReud3hJ-ikw8P1o2ggIDJdYJfzOR4ZBcY_zvgAraaC6R4q1Fhk7Bgk,Dita Permatasari,https://play-lh.googleusercontent.com/a/AATXAJxkLpkZ2qbEqBYbLuNABUfnUAZcDDvU9VYy0-hs=mo,"Maaf ini gimna ya saya vaksin pertama di kokas tpi jadwal vaksin kedua di biddokkes polda, trus keterangan di aplikasi jaki status saya blm di update blm bisa download untuk kartu kendalinya pdahal jadwal saya tgl 12 agustus tpi smpe skrg blm ter update juga status saya di jaki padahal vaksin pertama udh dri tgl 15 juli",4,1,1.2.21,2021-07-31 14:14:04,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #BF",2021-07-16 10:48:28
gp:AOqpTOFHM9h8Uk-POMOvDZiwiuCsowgE0bLLbY7b61IVtdZ1ldMLicXwTD_96_jl-PrdAnbcNI9FXA1DJZHVcCY,Avila Story,https://play-lh.googleusercontent.com/a-/AOh14GjyIRZP-8k35HzGRxSM3Y-B_m4NKDFdwkGaX9VZ-w,"Tidak bisa digunakan lebih dari satu orang/pemilik akun. Bagaimana jika dalam satu keluarga misalnya hanya mempunyai akses internet mengandalkan satu android. Dan ingin bepergian keluar kota karena urusan penting dan memdadak. Contoh: suami bisa,istri bisa, Terus anak-anak dibawah umur. Apakah harus memakai aplikasi ini juga...? Atau bolehkah dalam satu aplikasi bisa dipakai beberapa akun, seperti anak dan istri yg tidak menggunakan android.",1,297,1.1.32,2020-07-17 19:23:03,,
gp:AOqpTOEw2N6d-q8NPh_YfLkWr7WbBGhcFksx49XxKiKCTdxwPEM9njicmLWc3OZQzgXJk3VOIdvnw9FNNMyIbk4,penjelajah waktu,https://play-lh.googleusercontent.com/a-/AOh14GgF0dur5SFnv79x3EOPhK3Ea9ynkw9V99K7JC6gSA,Sangat bagus..makin responsif...ga ada daerah lain seperti ini...yg kesulitan cuma gaptek aja ko...,5,0,,2021-11-13 22:16:17,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #FA",2021-11-15 09:32:21
gp:AOqpTOGNRTpywkISN3h7N0gGz2HsmOf5QDrNFmupg1fjf_uJkqNuJk5bzOYWHpASVOAqLRgz1teq-7I3ziNe9Gg,Estu Suryowati,https://play-lh.googleusercontent.com/a-/AOh14GgruKb6OXglrpTx0BSMfSXf56TFHe9YrHPdQ5_kpA,"Yg bkin Apps kyknya ga prnah skit kpla ya dlm 14 hri trakhir, which is nmanya skt kpla itu normal bgt. Apalgi bwt cwk yg pramens. Dah gt hrsnya bhsa Apps ga mlti tfsir. Ada klnder di sblm gjla skit kpla (psti org bpkir kpn skit kplanya), gw plih tgl 15 (skt kplanya tgl itu doang dn hnya 2 jam), eh resultnya SAKIT KPLA SEJAK TGL 15. Hrus isolasu mandiri.. 😭 SEJAK doong.. yakalii skit kpla 3hr 3 mlm. GA JELAS bgt ini Apps, coba pake bhsa yg bener.",1,0,1.1.32,2020-07-18 10:24:52,,
gp:AOqpTOGolkR4iJTXQ6FGcPcKqFNY90GUb3SEluGHAkVCevyP7P5mvF5mwwTWtX8l4zlnYX2JTMOMoxn0LB3wniI,Devika Safitri,https://play-lh.googleusercontent.com/a-/AOh14GgV6v62LfcYeMKoU97KTilOM1bMXvAGyF7uWC2UaA,mau daftar vaksin kedua tidak bisa. lemot sekali app nya. begini jadi susah. udah berhari hari juga. tolong segera di tingkagkan min.,3,0,,2021-09-07 01:48:18,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala. Terima Kasih #BF",2021-09-07 12:35:33
gp:AOqpTOFfCBL5uRdNWPbGp_5aTI1Ay6GX8dWvDG-h8FpGJN_OlOMCip6fk9E3XFmjGc9DWTeDKsli5vbrhTueF7A,Ferdi Ansyah,https://play-lh.googleusercontent.com/a-/AOh14GgYQ6PeuynJHbUb5IWrzhZgJURMwXLwZsTvIKIl2w,Tolong dong saya mw liat hasil tes jack clm gk sempet saya download dan ss saya lihat apk ini gk ada riwayatnya jadi saya gk bisa tahu apa yang pernah saya lakuin pake aplikasi jaki ini .ini gmn penyelesainnya masa meski nunggu seminggu saya di suruh guru saya ngasih ss jack clm. Masalahnya cuman force close pas balik lagi tampilan kembali seperti beranda tolong tambahkan menu riwayat pengisian jack clm biar saya gk usah nunggu minggu depan untuk tes dulu. Dan juga kaaih menu customercare diapk,1,8,1.2.0,2020-11-18 19:39:51,,
gp:AOqpTOHwR6Y0ExTQ2SLzaKD5YmfKbfI7UtBemuJE_i8s109NXBhFT55Jj_4GpCLgD-LSkDK8Z1aEIgkYteQCTgY,Shinta Ilham,https://play-lh.googleusercontent.com/a/AATXAJxgOcU8IS2uFOhnNK3ATy4eEctqGKKjIQAInOAS=mo,Aplikasi ini sangat berguna bagi warga jakarta.Terima kasih jaki,5,0,1.2.38,2022-01-06 18:03:01,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #TA",2022-01-10 11:15:53
gp:AOqpTOG4s2YggGkqS4Dn_NtSec-FbgH-j_PeTu0qBME3jpbI28Zvgxt5cLBoxyXdbCtn3Ib-qu-1NxSpboNfGvc,B Y,https://play-lh.googleusercontent.com/a/AATXAJwmdGVdwRWjvIURFbo9c5cbwy0nZCap3beTITsb=mo,"Aplikasi oke lah, daftar vaksin, dteng lgsg vaksin, mudah",5,0,1.2.38,2021-12-31 09:33:17,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #TA",2022-01-04 10:03:32
gp:AOqpTOGb3557XXWZ7O3s-v2acn5-94fyTe-B0nupOnuv6BLw4p7Ps5eQV_4IK9fgyI9f37mVQpVRkQGZM3UOq40,Igo Ramadhan,https://play-lh.googleusercontent.com/a-/AOh14GjexZEJIEHW_8CFBkt6a_65VZLjeFl31TJFj2hdAA,"KECEWA!!! Saya sudah daftar di aplikasi ini, jelas tertera ada jadwal dan kuota vaksinasinya. Tapi setelah datang ke lokasi dan sesuai jadwal malah kata securitynya vaksin habis karena membludak antrian, katanya kalo mau antri dari pagi. Loh berarti yang umum dengan yang di aplikasi sama saja dong? Kuotanya gak dipisah gitu? Jadi guna saya download dan menjadwalkan vaksinasi di aplikasi ini apa???",1,22,1.2.22,2021-07-29 12:32:33,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #FA",2021-07-30 10:19:34
gp:AOqpTOFQB1kD1BZf2S_zIrHVE3-NrG7zSttirxQ7mRghSF76awvc1bFRJGyL1FYTaoHvTdc7vozxxTqJ9bEztYo,Angga Irawan,https://play-lh.googleusercontent.com/a-/AOh14GgAUgETbabqH8mjMSurJqbPu_8bPd9MoO-IVMU3Jw,Woi saya sudah vaksin. Tapi kenapa di aplikasi saya belum veksin ya?????,1,0,1.2.42,2022-03-02 17:39:51,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AI",2022-03-04 19:30:24
gp:AOqpTOHNjjFe5DkleMN1k7idjZk_uWdtPwN1pxurvtIJ_lAHMpZp1VpR0hjrh7JwX--D3UgHGDv889D7E_SbyII,Made Hery,https://play-lh.googleusercontent.com/a-/AOh14GjyIojNQO40fMLRoJ71TW6NDGf80FNBqOZfG_oMnA,Saya sangat terbantu menggunakan JAKI karena dengan JAKI saya bisa mendapatkan lokasi vaksinasi dosis 1 dan 2 yang deket dengan rumah. Cara menggunakan nya juga simple dan mudah. Semoga kedepannya JAKI bisa memunculkan fitur-fitur lainnya yg bisa bermanfaat lagi untuk warga Jakarta seperti fitur pendaftaran vaksinasi yang sangat berguna untuk warga yang mau vaksin.,5,7,1.2.23,2021-09-06 15:52:32,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #HB",2021-09-06 17:28:36
gp:AOqpTOEMjUm96xLrPDfSMOS1_kRDK6Olky2zEwtWWKdpgqyzMAIHQig_YU7TR9xnoyaojFzUR7U_ENhkmaHe2NY,Sendy N,https://play-lh.googleusercontent.com/a-/AOh14GizgaL6WfMEfwy_MLjzUm7fsctShbVFWKzQCDxDpQ,"Tolong bantu kami sebagai pengguna aplikasi jaki,Berbeda sekali di lapangan. Saya daftar vaksinasi dan sudah ada jadwal Di POLKES Jakarta Pusat. Datang sesuai jadwal namun ditolak mentah2 karena kuota habis dan suruh datang besok. Padahal jadwal di aplikasi hari ini sudah jadwal saya. Jika seperti ini lebih baik DAFTAR langsung di tempat daripada di aplikasi.",1,22,1.2.23,2021-08-30 11:18:08,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #HB",2021-08-30 14:15:04
gp:AOqpTOHLUu4K_FJZtqB-Z337w2_-UnWLD_9pP3xESVUeW5DJ4_E5j8l0G2uMD6FNeMWml26WoB-PwY9eWBZgFCs,Zahra Tusyaum M,https://play-lh.googleusercontent.com/a-/AOh14Gh7xz8jWWOQ2oaU3X_l0mSBCKa6chTdYtHZB-ztFg,"Tolong dong kalau saya abis mengisi tes mandiri dan keluar dari aplikasi terus kembali lagi ke app gak usah nunggu Minggu depan lagi.saya lupa engga nge ss atau download tes nya.karna saya harus mengirim ss an itu ke sekolah hari ini juga :""",2,0,,2020-12-16 12:13:32,,
gp:AOqpTOGs2vh2sdHD1metBOhl8twSd3VXsxD1t9loEmffqBpLiFkrgULWGOk7t09KoBE2Qo5XTJOaWEpmPAFo1f8,arieska tan,https://play-lh.googleusercontent.com/a-/AOh14GjYJ3E-5tMi3BdE6j9fAkd5WMfY0TYCmHkxs0fB,"Mau daftar vaksin, dah masukin nik nama lengkap hampir 30mnitan loading pas keluar server eror eh pas mau daftar lagi halamanya eror 🤣 apps pemda gini amat",1,1,1.2.20,2021-07-02 13:50:26,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala. Terima Kasih.#TA",2021-07-02 13:54:47
gp:AOqpTOG4oiXXc2PPrxe4ga_oA5cVN1pD-pON6LtL6v4tl-lZIqdYFE5X1DYOu6a-KP6hQSStOKgpeTu3niHJ4CE,Irfan januari Gunawan,https://play-lh.googleusercontent.com/a/AATXAJzeWG8PfuvAWg3NBWHOpShECKchgydM8MdVUtsH=mo,", saya karyawan rental PS jika saya salah dengan tempat saya mengadu atas ke tidak Adilan aturan aturan yang ada mohon maaf , Saya mengikuti aturan pemerintah yang di terapkan secara sah (ppkm darurat) sejak awal di terapkan nya program ini hingga detik ini , atas pengaduan pihak atau oktum yang tidak jelas bukti nya , PS saya tutup sejak awal program dibuat hingga skrng , dan masalah timbul dari pengaduan yg sama hingga 3 kali berturut turut , saya berani adu banding jika sya TDK melanggar!!",2,3,1.2.22,2021-07-23 06:54:31,,
gp:AOqpTOHB3fAnecEfKRtY4PGVzMU9gOacJTH2Bmxwqy5aokQHmAnOXF4iJe4McxqycWOqw295nq7FKJA4jLMLkSY,Nourma Yulisa,https://play-lh.googleusercontent.com/a-/AOh14Gg-UrZ2dcBv5Q2oixumWGknwEEUNqxfx0S8VI6d,haloo. terima kasih telah memperbaiki masalah di aplikasi ini yang pernah saya alami. semoga kedepannya tetap lancar dan tidak ada masalah lagi🙏🏻,4,18,1.2.23,2021-09-03 18:58:19,"Hi kak, mohon maaf atas ketidaknyamanannya, kami akan berusaha untuk segera memperbaikinya :) #FA",2021-05-19 09:08:30
gp:AOqpTOF-BGcnussrIL9xkdFFGd-QMPNIB7zt7tRyIKVgutn-EuTs7aZ4faElGFuSrBMSeuYEnwn1x0bnk8s2Fj0,Iyan Skyy,https://play-lh.googleusercontent.com/a/AATXAJzToK4CI73XYN-0pPEO08LJD7kzu8GKiRd4T_O_=mo,Kenapa disaat saya mau daftar vaksin ke dua tidak selalu masalah sambungan padahal WiFi saya lancar,3,0,1.2.23,2021-08-02 16:32:36,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #HB",2021-08-03 08:59:17
gp:AOqpTOFClkCjuDlCpSvuj0Ct-XwfhJ6DrX3F-_Jia94RAQbmkWNs-xKsM55FPaglYBUoTTPaEIYcOLMX_tHPEf0,Sri Kusmiatin,https://play-lh.googleusercontent.com/a/AATXAJyrZe0E4GwfrlMWa8EE7AKKImlniO-oS8ua2V6n=mo,"Saya naik trans n busway,usia saya 62 thn, ingin kartu lansia gratis.",5,2,1.2.38,2021-12-28 07:19:20,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #BF",2021-12-28 14:23:08
gp:AOqpTOFsIJ5jQW0birz8Zyw2TGl--eVMFch-ztb0UFif2jwDtvB0e3ybVjSZyEmWG4_3TSm_VKxFI2HY21nX6s0,Day Djali,https://play-lh.googleusercontent.com/a/AATXAJyuGxoPgNPrqnwegSaGW0WAKl0nBYPwBypzBnCG=mo,"Sangat puas dgn aplikasi JAKI.. Daftar gampang.. Dpt vaksinnya moderna, datang lagsg vaksin.. Nga ngantri lama2 dan nga panas2an.. Nga kayak di luar.. Hrs ngantri nomor dulu dari subuh2..panas2an pula antri buat vaksinya.. Thanks jaki",5,0,1.2.23,2021-09-24 19:59:43,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AHL",2021-09-24 13:34:19
gp:AOqpTOEyIucoJuKKsT6hY_qPOphpE1Yml_fWAIUXcME2NZWtyENb6XEHWNcRz2fiLHZJ_rmCSwH6038TeYGqI6Q,BocaH MbelinG,https://play-lh.googleusercontent.com/a-/AOh14GiDzlJojTN9ip8d9efmf7I5WEzoI_EA9T19ZCCX,"Min sya booster tgl 14 Mei 2022 Kok sertifikat vaksin ga muncul"" apakah booster saya sia""",3,0,1.2.44,2022-05-15 19:27:17,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AHL",2022-05-17 15:08:22
gp:AOqpTOFui8XnuS4IYEwPoGT0477Er7FLP7E5yrNfjxiDtehzpHJDjYhCNRx5ihu7hSDZCZnQuokoN3GuM87z23g,Shofwan Shofi,https://play-lh.googleusercontent.com/a-/AOh14GjC4UpjgDgNgAyZqywDL77GNwr2Oc-FT6WtqBcjKlM,saya fikir setelah instal ini ga perlu ambil nomor antrian pas mau vaksin..ternyata sama aja....trus buat apaan aplikasi ini kalo ternyata ujungnya antri juga....mohon respon,4,3,1.2.22,2021-08-02 13:00:44,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AI",2021-08-02 15:18:40
gp:AOqpTOE_-c7MIqPpy6XpsT1rI6Lep_dY9C9R3XwIEf4ovxfnNyldl-9P6yd3G8erVQ9SGzwCbHe5e8ch0rFFy7I,Soka Kopikita,https://play-lh.googleusercontent.com/a/AATXAJzEW5V0OW4aonyiNSWhzDxkXazMOOUzqc1u1qpD=mo,Kena di fitur jaksurvei tdk bisa dibuka selalu tdk tersedia survei Sudah dicoba setiap saat Jaringan bagus,1,0,1.2.23,2021-09-13 10:51:16,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #TA",2021-09-13 11:11:01
gp:AOqpTOERv9bwRgbspuBLjtAARFjWQqtZp6QSJMhIGEGGdq1vLkjgOeqJ_LRiER2KmKj5Lyi-YYe-s14tOkPEXLc,Anung Nabhani,https://play-lh.googleusercontent.com/a-/AOh14GiVI-OA2eLN_NEDDWIl1WkzderWPyG8dB9JJzmI,Aplikasi nya sih bagus. Tapi kinerja. Manusia nya yg gak kerja di lapangan. Enak zaman Ahok bagaimanapun,1,2,1.2.16,2021-05-28 18:12:24,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #BF",2021-05-31 09:05:53
gp:AOqpTOEmZVQB8ogb1yY9VG7xOTVaRRbkKJScpZRproNeb3xSLlxq755yVUpj-g5n19QLlmT47448t79mPWIS8Jo,Azka Nacita,https://play-lh.googleusercontent.com/a/AATXAJxHy6Iy4CaHnBiVNsvGJ9xjH7J9sS9s_-429HGn=mo,assalamualaykum ka sy sdh buka aplikasi jaki namun sulit sekali untuk dapat mencetak pbb 2021. informasi di jaki. selalu tetang covid. yg kluar,1,0,,2021-06-26 17:17:01,,
gp:AOqpTOGg2St-j0RheWtrISs12IQe_KkZOCSVl6qjOe-ShZEh2UMf7R_t6YmaQ4qk-zIe3N5HLIe56SR8EdVSejU,Madani Zain,https://play-lh.googleusercontent.com/a/AATXAJzmPsSRRZk84LFe7EKV9JOs9F-wJuy9vEomTvI6=mo,Semenjak di pembaruan ko mala ribet dh isi smua sesuai keterangan tetap aja ga bsa Trus sama GPS di bilang ga aktif aneh,1,0,1.2.23,2021-08-17 13:19:03,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #FA",2021-08-18 13:45:09
gp:AOqpTOEuJ2XiymZeCZRG7Mp8hkNq6dQVQ8RtHRFAhxQZ-DowHc_KFxC28MoeYzyHYzE6d0br8RlRtyV3iLZZ3Mo,Eving Agus,https://play-lh.googleusercontent.com/a-/AOh14Gi5P3TQdNovGd9r68odqg-lzrRm4tMT3u5zz81-Hw,Cuma DKI yg mau vaksin ke 2 susah ny pake bgt...di giring vaksin ke 2 harus pake jaki.mau daftar ulang ny aja sulit.selalu trtulis faskes penuh.pdhal d daftar kuota trtulis masih ada kuota..yg berhasil daftar d jaki pun masih harus mndpti fakta yg berbeda d lapangan ada bbrpa d tolak krna kuota habis.pdhl dah berhasil trdftar d jaki.,1,0,1.2.23,2021-09-02 18:23:50,"Hai Kak, mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. Terima kasih. #HB",2021-09-03 09:29:09
gp:AOqpTOEEjhWuLsbFuCw8sXZWb6ZIwNEVn4qz42as-hF87nfj7jCGTfbdeDk0xn98en7ZDDxu4wqtFl7ZROv90MI,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sudah ada akun masih belum bisa juga. Sdh di jabut aplikasi jaki terus di pasang lg masih belum ada respon juga gimana nih...,1,83,1.0.10,2019-12-22 23:24:48,,
gp:AOqpTOGWMoC5SbWFkm7GKGdRK_CGun12ldAJfi8gb2IXycC1b7n0fyaKqLdhu881qO7m4wizPGW7ElJFEYVcMLA,TumplekBlek 32,https://play-lh.googleusercontent.com/a-/AOh14GhhFxcUIkgN7C5ItgERnZmgexaKBpznPo5_Kho_r-k,"Aplikasi ga jelas, saya dalam kondisi sehat, tidak pernah kontak, Suhu tubuh stabil, kenapa hasilnya tidak aman??",1,8,1.1.32,2020-07-14 14:39:24,,
