userName,review,rating,date,Source
Achmad Mahpudi,"Setelah di update, tidak dapat cek pajak kendaraan motor roda dua.",1,2022-04-09 08:47:38,Google Play Store
Rochmano Joy,"Mohon bantuannya. Saya mau mendaftarkan vaksin untuk istri saya tapi selalu muncul tulisan ""Maaf nama yang Anda masukan tidak sesuai dengan nik yang terdaftar"". Padahal saya check nama dan nik istri saya di pedulilindungi sudha sesuai dan termasuk calon penerima vaksin. Tapi kenapa di jaki seperti ini? Mohon bantuannya.",3,2021-07-13 12:12:30,Google Play Store
Muhammad Fahri Husaini,Tolong dong seandainya aplikasinya kepencet keluar belum sempet di screen shot atau pun unduh ke save otomatis,4,2020-06-11 22:05:25,Google Play Store
Arkhan Bocil,"Aplikasi ga beres ,udah vaksin tapi status belum berubah juga,sertifikat belum muncul udah seminggu",2,2021-08-28 07:55:54,Google Play Store
Dian Komalasari,Lambat bikin sebel selalu ada kenadal saya mau download file vaksinasi tapi udah didownload gabisa dibuka buka heran,3,2021-12-01 22:58:46,Google Play Store
Sri Haryanti,saya kasih bintang 2 karena saya tidak bisa daftar di apk jaki ini tolong di perbaiki lagi ya karena saya mau melihat daftar lokasi vaksin,2,2021-08-29 21:54:12,Google Play Store
azwar azwar,Saya tidak bisa mengisi kembali karena sudh mengisi dan log out karena jaringan tdk stabil. Mohon solusinya,1,2020-09-10 11:05:33,Google Play Store
DK Gaming,Ini app semakin ke sini kenapa semakin gak jelas sih.udh vaksin tapi giliran diliat sertifikat gak ketemu malah suruh daftar vaksin lagi.,2,2022-03-07 21:02:55,Google Play Store
Librant,"Kenapa di saya ngga muncul menu jakclm ya? Padahal versi android saya sudah 5.1 tetapi msh tidak muncul, apakah saya harus update lagi apa bagaimana?",1,2020-07-25 12:07:18,Google Play Store
Anton Maulana,"Aplikasi 1 pintu yang sangat bermanfaat,banyak urusaan dan keperluan yang bisa saya lakukan melalui "" jaki"" salah satunya jakambulance Terimakasih jaki",5,2021-08-01 12:54:49,Google Play Store
Syahreza Fahlevi,"Khusus pelayanan untuk Vaksin melalui jaki menurut saya bagus mantap asik, ramah semua petugasnya.... kalau paham dan membaca dengan detail alurnya pasti gampang prosesnya",5,2021-07-08 14:56:00,Google Play Store
dikara dikara,berkali kali keterangan foto harus tag lokasi.. padahal sudah pake tag lokasi.. perbaiki lah,1,2021-12-24 11:19:54,Google Play Store
Rizky Ahmad,"Di aplikasi di tambahkan info rute angkutan umum JAKLINKO, karena rute jaklinko banyak orang yg awam tidak tau rute jalur nya,",3,2021-11-04 19:34:39,Google Play Store
Sri Rejeki,Tempat survei didalam aplikasi tidak berjalan dengan lancar. Saya harap bugnya segera diperbaiki,1,2020-09-17 22:53:17,Google Play Store
aerillyn bellvania,"Tgl 16 Juni daftar vaksin online pakai jaki,lalu tanggal 17 vaksin di GOR,data lengkap dan semua sudah sesuai.perhari ini 22/7/21 tidak ada perubahan pada status jaki ataupun peduli lindungi.yg jadi pertanyaan vaksin diharuskan karna salah satu syarat perjalanan adalah sertifikat vaksin,tapi kok pelayanan begini ya.satudata,dimana di input harusnya bisa diakses darimana pun.tapi ini tidak,yang salah sentra vaksinasi yang tidak input data, aplikasi jaki,atau peduli lindungi mohon dijawab.",3,2021-07-22 13:29:12,Google Play Store
Crizzanto san,"Daftar vaksin ke-2 via Jaki, begitu isi jam vaksinasi, gak bisa diisi karena harus pilih tanggal terlebih dahulu, padahal tanggal sudah terisi otomatis..hadeehhh, esmosi jadinyaahh..😤😤🥱🥱",1,2021-09-03 10:55:31,Google Play Store
Brumz Anugrah,"Applikasi Gak guna. Maafa sebelumnya memang gak guna. Sudah terdaftar vaksin hari ini tgl 30. Jam 10:00-11:00. RSUD TAMAN SARI. Dari rs di pindahin ke sd pinangsia. Di sd kuotanya habis. Daftar lewat jaki cuma 40 orang. Harusnya yang daftar sudah terjamin bisa dan pasti dapat kuotanya. Pake bantuan lewat jaki, jawabnya auto. Ngaco juga gak nyambung. Noted buat jaki : jangan main2 sama waktu orang.",1,2021-06-30 11:10:14,Google Play Store
Coram Deo,"hasilnya selalu 38,..... %. aplikasi tipu-tipu. parameternya tidak jelas. ujung-ujungnya tetap harus buang duit untuk test. ha-ha-ha..",1,2020-07-19 21:14:35,Google Play Store
Klarissa Mudita Rinyu,"Aplikasi gak berguna, abisin anggaran doang. Daftar vaksinasi online disuruh isi ulang data, sama dengan datang langsung on site",1,2021-07-09 10:36:22,Google Play Store
Eka siti lestari,"Kenapa tidak bisa kirim laporan, diperbaharui bukannya makin lancar ini kok malah tidak bisa mengirimkan laporan/menyimpan! Tolong ditindak lanjuti.",1,2021-08-14 18:14:37,Google Play Store
Siti Nurhayati,Agak lemot buka aplikasi nya,1,2021-12-27 17:31:46,Google Play Store
Muhamad Fijar,"Isi data permodalan di aplikasi jaki bahaya tidak ya, msalah nya setelah isi malah eror platform nya, mohon bantuan nya",5,2021-08-25 16:26:26,Google Play Store
Eddy Hasanuddin,"Bila kondisi penggunaan aplikasi ini sangat padat, susah masuk ke link yang dituju sehingga tidak ada beda dengan menggunakan link biasa, terima kasih.",3,2021-06-26 02:15:33,Google Play Store
Annisa,"Min call center telpon kemana? Saya mau daftar vaksin gak bisa-bisa, tulisan nya gak terdaftar nik saya padalah udah bener sampe berkali-kali, chat online itu cuma bot doang gak membantu",3,2021-06-22 10:46:49,Google Play Store
Rangga pramesta Wisnu wardana,Saya vaksin dari tgl 14 sampai saat ini dan sudah di vaksin knp di aplikasi nya belum terdaftar vaksin dan SMS atau gmail pun tidak ada yg masuk sampai sekarang? Gimana?,3,2021-07-15 07:51:12,Google Play Store
Sulthan Tamir,"Engga compatible di smua platform hp/ emang servernya srng down gtu? Mohon bantuannya, udh daftar eh dikira gaada koneksi.. masa aplikasi pemerintah begini? Situ bercanda? Fix it",1,2020-03-13 20:49:47,Google Play Store
Fandi Rahman H,"Aplikasi ga jelas, yg ribet jadi makin ribet. Fitur JakCLM yg buat bepergian udah gaada lagi semenjak di update.",2,2020-07-26 11:20:04,Google Play Store
WA ODE OLIN PORIMATA PUTRI,Kasi satu bintang. Soalnya hasil tes clm gk bisa di download. Skarang bingung nyari datanya di mna. Mau tes ulang gk bisa katanya. Tolong di respon bgai mna sya bisa mengecek hasil tes saya. Soalnya butuh itu,1,2021-04-10 22:53:27,Google Play Store
Agus Junaedi,"Keren aplikasi nya sangat membantu, saya vaksinasi ga sampe 1 jam, sudh beres..trimakasih ya..",5,2021-07-11 15:34:39,Google Play Store
Riky Izzan,"Aplikasi tolol,vaksin tgl jam dan tempatnya jelas. Tp pas Dateng udah gak ada pelayanan. Tutup aja nih aplikasi.",1,2021-06-28 13:44:25,Google Play Store
Dita Permatasari,"Maaf ini gimna ya saya vaksin pertama di kokas tpi jadwal vaksin kedua di biddokkes polda, trus keterangan di aplikasi jaki status saya blm di update blm bisa download untuk kartu kendalinya pdahal jadwal saya tgl 12 agustus tpi smpe skrg blm ter update juga status saya di jaki padahal vaksin pertama udh dri tgl 15 juli",4,2021-07-31 14:14:04,Google Play Store
Avila Story,"Tidak bisa digunakan lebih dari satu orang/pemilik akun. Bagaimana jika dalam satu keluarga misalnya hanya mempunyai akses internet mengandalkan satu android. Dan ingin bepergian keluar kota karena urusan penting dan memdadak. Contoh: suami bisa,istri bisa, Terus anak-anak dibawah umur. Apakah harus memakai aplikasi ini juga...? Atau bolehkah dalam satu aplikasi bisa dipakai beberapa akun, seperti anak dan istri yg tidak menggunakan android.",1,2020-07-17 19:23:03,Google Play Store
penjelajah waktu,Sangat bagus..makin responsif...ga ada daerah lain seperti ini...yg kesulitan cuma gaptek aja ko...,5,2021-11-13 22:16:17,Google Play Store
Estu Suryowati,"Yg bkin Apps kyknya ga prnah skit kpla ya dlm 14 hri trakhir, which is nmanya skt kpla itu normal bgt. Apalgi bwt cwk yg pramens. Dah gt hrsnya bhsa Apps ga mlti tfsir. Ada klnder di sblm gjla skit kpla (psti org bpkir kpn skit kplanya), gw plih tgl 15 (skt kplanya tgl itu doang dn hnya 2 jam), eh resultnya SAKIT KPLA SEJAK TGL 15. Hrus isolasu mandiri.. 😭 SEJAK doong.. yakalii skit kpla 3hr 3 mlm. GA JELAS bgt ini Apps, coba pake bhsa yg bener.",1,2020-07-18 10:24:52,Google Play Store
Devika Safitri,mau daftar vaksin kedua tidak bisa. lemot sekali app nya. begini jadi susah. udah berhari hari juga. tolong segera di tingkagkan min.,3,2021-09-07 01:48:18,Google Play Store
Ferdi Ansyah,Tolong dong saya mw liat hasil tes jack clm gk sempet saya download dan ss saya lihat apk ini gk ada riwayatnya jadi saya gk bisa tahu apa yang pernah saya lakuin pake aplikasi jaki ini .ini gmn penyelesainnya masa meski nunggu seminggu saya di suruh guru saya ngasih ss jack clm. Masalahnya cuman force close pas balik lagi tampilan kembali seperti beranda tolong tambahkan menu riwayat pengisian jack clm biar saya gk usah nunggu minggu depan untuk tes dulu. Dan juga kaaih menu customercare diapk,1,2020-11-18 19:39:51,Google Play Store
Shinta Ilham,Aplikasi ini sangat berguna bagi warga jakarta.Terima kasih jaki,5,2022-01-06 18:03:01,Google Play Store
B Y,"Aplikasi oke lah, daftar vaksin, dteng lgsg vaksin, mudah",5,2021-12-31 09:33:17,Google Play Store
Igo Ramadhan,"KECEWA!!! Saya sudah daftar di aplikasi ini, jelas tertera ada jadwal dan kuota vaksinasinya. Tapi setelah datang ke lokasi dan sesuai jadwal malah kata securitynya vaksin habis karena membludak antrian, katanya kalo mau antri dari pagi. Loh berarti yang umum dengan yang di aplikasi sama saja dong? Kuotanya gak dipisah gitu? Jadi guna saya download dan menjadwalkan vaksinasi di aplikasi ini apa???",1,2021-07-29 12:32:33,Google Play Store
Angga Irawan,Woi saya sudah vaksin. Tapi kenapa di aplikasi saya belum veksin ya?????,1,2022-03-02 17:39:51,Google Play Store
Made Hery,Saya sangat terbantu menggunakan JAKI karena dengan JAKI saya bisa mendapatkan lokasi vaksinasi dosis 1 dan 2 yang deket dengan rumah. Cara menggunakan nya juga simple dan mudah. Semoga kedepannya JAKI bisa memunculkan fitur-fitur lainnya yg bisa bermanfaat lagi untuk warga Jakarta seperti fitur pendaftaran vaksinasi yang sangat berguna untuk warga yang mau vaksin.,5,2021-09-06 15:52:32,Google Play Store
Sendy N,"Tolong bantu kami sebagai pengguna aplikasi jaki,Berbeda sekali di lapangan. Saya daftar vaksinasi dan sudah ada jadwal Di POLKES Jakarta Pusat. Datang sesuai jadwal namun ditolak mentah2 karena kuota habis dan suruh datang besok. Padahal jadwal di aplikasi hari ini sudah jadwal saya. Jika seperti ini lebih baik DAFTAR langsung di tempat daripada di aplikasi.",1,2021-08-30 11:18:08,Google Play Store
Zahra Tusyaum M,"Tolong dong kalau saya abis mengisi tes mandiri dan keluar dari aplikasi terus kembali lagi ke app gak usah nunggu Minggu depan lagi.saya lupa engga nge ss atau download tes nya.karna saya harus mengirim ss an itu ke sekolah hari ini juga :""",2,2020-12-16 12:13:32,Google Play Store
arieska tan,"Mau daftar vaksin, dah masukin nik nama lengkap hampir 30mnitan loading pas keluar server eror eh pas mau daftar lagi halamanya eror 🤣 apps pemda gini amat",1,2021-07-02 13:50:26,Google Play Store
Irfan januari Gunawan,", saya karyawan rental PS jika saya salah dengan tempat saya mengadu atas ke tidak Adilan aturan aturan yang ada mohon maaf , Saya mengikuti aturan pemerintah yang di terapkan secara sah (ppkm darurat) sejak awal di terapkan nya program ini hingga detik ini , atas pengaduan pihak atau oktum yang tidak jelas bukti nya , PS saya tutup sejak awal program dibuat hingga skrng , dan masalah timbul dari pengaduan yg sama hingga 3 kali berturut turut , saya berani adu banding jika sya TDK melanggar!!",2,2021-07-23 06:54:31,Google Play Store
Nourma Yulisa,haloo. terima kasih telah memperbaiki masalah di aplikasi ini yang pernah saya alami. semoga kedepannya tetap lancar dan tidak ada masalah lagi🙏🏻,4,2021-09-03 18:58:19,Google Play Store
Iyan Skyy,Kenapa disaat saya mau daftar vaksin ke dua tidak selalu masalah sambungan padahal WiFi saya lancar,3,2021-08-02 16:32:36,Google Play Store
Sri Kusmiatin,"Saya naik trans n busway,usia saya 62 thn, ingin kartu lansia gratis.",5,2021-12-28 07:19:20,Google Play Store
Day Djali,"Sangat puas dgn aplikasi JAKI.. Daftar gampang.. Dpt vaksinnya moderna, datang lagsg vaksin.. Nga ngantri lama2 dan nga panas2an.. Nga kayak di luar.. Hrs ngantri nomor dulu dari subuh2..panas2an pula antri buat vaksinya.. Thanks jaki",5,2021-09-24 19:59:43,Google Play Store
BocaH MbelinG,"Min sya booster tgl 14 Mei 2022 Kok sertifikat vaksin ga muncul"" apakah booster saya sia""",3,2022-05-15 19:27:17,Google Play Store
Shofwan Shofi,saya fikir setelah instal ini ga perlu ambil nomor antrian pas mau vaksin..ternyata sama aja....trus buat apaan aplikasi ini kalo ternyata ujungnya antri juga....mohon respon,4,2021-08-02 13:00:44,Google Play Store
Soka Kopikita,Kena di fitur jaksurvei tdk bisa dibuka selalu tdk tersedia survei Sudah dicoba setiap saat Jaringan bagus,1,2021-09-13 10:51:16,Google Play Store
Anung Nabhani,Aplikasi nya sih bagus. Tapi kinerja. Manusia nya yg gak kerja di lapangan. Enak zaman Ahok bagaimanapun,1,2021-05-28 18:12:24,Google Play Store
Azka Nacita,assalamualaykum ka sy sdh buka aplikasi jaki namun sulit sekali untuk dapat mencetak pbb 2021. informasi di jaki. selalu tetang covid. yg kluar,1,2021-06-26 17:17:01,Google Play Store
Madani Zain,Semenjak di pembaruan ko mala ribet dh isi smua sesuai keterangan tetap aja ga bsa Trus sama GPS di bilang ga aktif aneh,1,2021-08-17 13:19:03,Google Play Store
Eving Agus,Cuma DKI yg mau vaksin ke 2 susah ny pake bgt...di giring vaksin ke 2 harus pake jaki.mau daftar ulang ny aja sulit.selalu trtulis faskes penuh.pdhal d daftar kuota trtulis masih ada kuota..yg berhasil daftar d jaki pun masih harus mndpti fakta yg berbeda d lapangan ada bbrpa d tolak krna kuota habis.pdhl dah berhasil trdftar d jaki.,1,2021-09-02 18:23:50,Google Play Store
Atihriswatih Atih,Sudah ada akun masih belum bisa juga. Sdh di jabut aplikasi jaki terus di pasang lg masih belum ada respon juga gimana nih...,1,2019-12-22 23:24:48,Google Play Store
TumplekBlek 32,"Aplikasi ga jelas, saya dalam kondisi sehat, tidak pernah kontak, Suhu tubuh stabil, kenapa hasilnya tidak aman??",1,2020-07-14 14:39:24,Google Play Store
Desti Susanti,"Kenapa ini ya gabisa bisa daftar, sebelumnya lancar aja daftar, tolong perbaiki segera.",3,2021-08-12 12:59:24,Google Play Store
Tia Fitria,"Aplikasinya tidak membantu sama sekali, bukannnya mempermudah malah mempersulit. Useless",1,2021-09-16 20:34:07,Google Play Store
Atha Rayhaan Shakiel NurJanuar,Dikira aplikasi jaki untuk daftar vaksin tidak perlu anteri.ternyata perkiraan itu salah.masih tetap anteri.dan daftar lagi.jadi percuma ya daftar dijaki.lebih baik Dateng langsung.mana anteri nya panjang untuk ambil no.,1,2021-10-08 15:45:59,Google Play Store
Sjobri Arifin,kuota selalu penuh seharusnya di aplikasi ada data info kuota yg masih kosong secara real time,5,2021-08-17 06:04:08,Google Play Store
HARDYAN AL MAGHTAN,"Tingkatkan akurasi, kecepatan akses, fitur, dan rampingkan ukurannya.",2,2021-08-02 10:52:48,Google Play Store
Ucup Kelik,"Untuk tindakan sangat bagus,,, cepat respon/tanggap. Tp ad yg sy kecewa sy cm beri saran tolong kpda aparat atau petugas yg di terjunkan ke lapangan di wilayah2 jgn lah membrikan identitas pelapor atau menunjukan kpd yg terlapor. Jd beban/benalu buat kt sebagai pelapor tolong di efaluasi lagi 🙏",3,2020-07-14 10:28:09,Google Play Store
Virginia Fifi,Knp di aplikasi ini tidak busa buat daftar vaksin kedua !! Udah dicoba brulang kali tetap tidak bisa dgn tulisan kuota sudah penuh pdhal daftar nya buat besok,1,2021-08-24 09:57:10,Google Play Store
Wiwit Santoso,"Setelah di update malah gak bagus,saya isi data vaksin gak bisa padahal kuota masih banyak,trus gimana ini🤦🤦🤦🤦🤦🤦",1,2021-10-21 12:38:22,Google Play Store
Rahman Ocpri Angga,"Nice App, Terus Tingkatkan dan Tambah Terus Fiturnya, Semoga Tindak Lanjutnya Sangat Cepat di Proses Oleh Seluruh Rekan-rekan yg Bertugas",5,2020-01-28 22:23:19,Google Play Store
bener bener bener,Mau vaksin susah banget. Mau daftar malah ada keterangan maaf jadwal tidak tersedia mohon ganti faskes bla bla bla. Tolong di fixin errornya,1,2021-06-27 20:14:46,Google Play Store
dendhy nur hidayatna,aplikasi belum sempuna.seperti isi biodata di klik papan buat ngetik di hp ga muncul jadi kesel sendri,1,2020-08-12 20:02:40,Google Play Store
Fardhan Marcello,Dear Admin boleh ksh masukan ya utk notifikasi kiranya bisa ada menu hapus semua jd TDK satu persatu di klik baru hilang terima ksh,4,2020-11-23 13:10:37,Google Play Store
Ms FerLes Budiman,"Masukan untuk aplikasi Jaki: *penambahan video durasi 15-30detik untuk menjelaskan kondisi lbh detail. *tambah kapasitas foto max 3 gambar. *kolom komentar juga bisa dilampirkan foto/videony. *Data pelapor rahasia, jgn pernh sebutkan nama pelapor kpd pihak yg ditegur (harus anonim sama saja Aparat ngadu domba & memperkeruh, dsni pelapor hny melaporkan kondisi yg di foto/vidokan saat itu, TL dri aparat sndri bntu menghimbau). *TL n respond pelaporan tolong dibantu segera.",3,2021-07-11 15:14:09,Google Play Store
Revanya Zaara,"Yg ada panahnya gak bisa di klik, jenis kelamin, kab dsb... padahal Android sdh diatas 5.. Internet bagus.. sediakan jg pengisian via website aja min..",1,2020-07-26 11:07:38,Google Play Store
ervina,"uda dftar vaksin, uda screening juga, pas dteng ke lokasi katanya tempat vaksinasi dilokasi tsbut sudah gaada lagi. Shrusnya bisa up to date jadwal dan lokasi vaksin jdi ga merugikan orang yang mau vaksin.",1,2021-09-28 20:11:11,Google Play Store
nur rohmah fitriani,"Sepertinya setelah vaksin no saya tersebar karna jadi banyak yg hub. Menawarkan ini itu, mohon untuk pihak terkait tidak menyebar data sembarangan 🙏🙏",2,2021-07-28 18:29:39,Google Play Store
Netizen Budiman,"Aplikasi bego,daftar vaksin lewat apk jaki tapi tetep di alihkan ke browser,terus apa gunanya nih aplikasi klo masih ngandelin browser,ngurus aplikasi aj ga becus apalagi ngurus jakarta,klo masih punya malu mending mundur lah.",1,2021-07-28 08:55:02,Google Play Store
Risky Alipansyah,"Aneh,, isi ClM aja susah,, masa dari tadi isi alamat trz padahal udh d isi alamat dengan lengkap dan benar,, tetep aja,, balik lagi balik lagi,, gk jelas..",1,2021-04-24 14:44:43,Google Play Store
Saya Siapa,Harusnya di buat komunikasi 2 jalur.. Masa cuma nunggu jawaban petugas n ga bisa membantahnya klo salah data.,1,2021-03-19 11:13:56,Google Play Store
Khomarudin arya,"Kenapa setiap mau ngisi jenis kelamin gak bisaa? Padahal udh berkali"" lepas downlod apk ini, internet ada versi hp 5.1 masih tetep gak bisa",1,2020-08-18 13:22:48,Google Play Store
Ozy Purna Dr,"Wkwkwk aplikasi yang berhubungan sama Indonesia udah pasti sampah dah. Lo yang masih download, ya berarti lo yang bego. Jangan komplain mulu makanya, udah tau aplikasi JAKI sampah, masih ae di download.",1,2021-07-14 08:30:53,Google Play Store
Agung Prastyo,"Mau coba isi JakCLM, tapi isian yg Dropdown nya lama banget munculnya, tolong diperbaiki.",2,2020-08-27 21:53:23,Google Play Store
Novan Cahyono,"Aplikasi nya keren banget, mempermudah kita untuk menemukan tempat dan jadwal yang kita mau 👍👍👍👍",5,2021-09-22 10:05:56,Google Play Store
junaedi musliman,"Admin,kenapa saya daftar Jawabannya Maaf Nama anda tidak sesuai dengan NIK yang terdaftar,padahal sy sudah cek update ke kemendagri Nama dan NIK saya sama.Jadi gimana solusinya? Terima kasih",3,2021-08-07 10:24:18,Google Play Store
Fadli Nurjaman,"Baik terima kasih atas jawabannya kak. Terus tingkatkan ya. Mungkin bisa disamakan tampilan di tiap device. Semangat, sekali lagi terima kasih",5,2020-07-22 09:44:24,Google Play Store
fajar bayu huttama,"Aplikasi bagus, simple, mudah di gunakan, informatif , tapi kok data saya belum update yaaa? Apa karena baru vaksin tadi siang??",5,2021-07-08 18:17:12,Google Play Store
Andress Batubara,"Parameter penilaian nya apa, semua hasil test 38, sekian persen. Padahal tdk pernah kontam sama pasien dll",1,2020-07-27 12:58:36,Google Play Store
Muhammad Fahmi,"aplikasi apaaa ini beginiiii, saya mau tes CLM aja ngga bisa, udah di coba di lain2 hp tetep aja ngga bisaaaa!",1,2021-08-28 09:25:32,Google Play Store
"Syahrul Rhomadon, S.Pd.","Betul2 mantul ! Dengan aplikasi ini semua aduan tentang wilayah disekitar langsung diatasi. Trimakasih JAKI, Pemprov DKI.. terus dikembangkan !",5,2020-01-02 16:52:03,Google Play Store
NUR MUHAMMAD fajar,"Apk gk jelas,pas saya tekan pilih kota malah keluar sendiri apk ny gimana saya mau tes coba nih saya kasih bintang paling sempurna",1,2020-08-06 09:15:54,Google Play Store
Muadz Angga,"Ga jelas, kondisi sehat. Kegiatan keluar rumah juga minim tapi skor ke kecil",1,2020-07-15 16:53:52,Google Play Store
Rosa Kristian,"Sangat terbantu buat pendaftran vaksin tanpa kontak...thanks jaki, semoga applikasinya jauh lebih baik",5,2021-08-01 21:56:28,Google Play Store
Dimas Alfarizi,"Keren, tapi perlu di tingkatin lagi agar bisa di Download diberbagai jenis android 4.4.2",4,2019-12-14 15:56:25,Google Play Store
togu manurung,"Aneh bin ajaib ini aplikasi,semudah itu menerka orang tidak aman,suhu 38, perbaiki lagi itu aplikasi bung",1,2020-07-14 18:33:14,Google Play Store
yusuf raju,"Tolong kerjanya lebih baik lg. No. TLP yg aktif, Halo Java Siap Membantu klo ditanya dibalas masa 1minggu dibaca juga kg, 🤦🏻‍♂️",1,2021-06-07 10:04:47,Google Play Store
akbar zulkarnain,"Utk menu clm tolong di maximum kan, setiap isi data tiba tiba langsung kembali ke menu awal",2,2020-07-31 23:13:10,Google Play Store
Deddi Adam,jika sudah buat tes tapi tidak tersimpan gimna cara y agar bisa ke buka kembali tes rapid y,5,2020-07-22 13:58:59,Google Play Store
Ardi Nurdiansyah,"Keren, banyak informasi yang bermanfaat bagi saya. Kumplit, serasa menjelajah dimarketplace 😬👌",5,2021-11-04 18:31:04,Google Play Store
Remsi manalu,"Aplikasi gak guna banget, masa mau vaksin 2 tidak bisa daftar. Masa nik ktp salah katanya padahal baru cek 2 hari lalu lokasi vaksin 😡😡😡",1,2021-08-18 16:45:52,Google Play Store
Dewanto Pasya,"Tolong ada admin nya, di aplikasi yg bisa komunikasi langsung bukan mesin. Jadi kalau mau usul dan saran serta kritik bisa langsung. Saya vaksin 24 Juni, kenapa vaksin kedua nya tgl 8 July, otomatis di isi oleh Jaki, padahal harusnya tgl 22 July or 28 hari kemudian",3,2021-06-30 09:12:06,Google Play Store
saidina saher,"Keren banget nih aplikasi, banyak feature dalam satu aplikasi, membangun Jakarta dalam genggaman.. 👍👍👍",5,2020-07-26 16:55:38,Google Play Store
Ramadhan Tio saputra,"Kalau kalian kesulitan daftar di aplikasi, langsung aja buka corona.jakarta.go.id lebih cepat",3,2021-07-09 01:26:14,Google Play Store
tezo kusuma,"Saya kira lewat Aplikasi JAKI lebih cepat penanganannya, ternyata sama saja seperti biasa....., Payah dah",1,2021-08-13 11:23:29,Google Play Store
Haryadi Saputra,"Aplikasi apaansi ini . Masa ga bisa pilih lokasi terdekat, lokasi vaksin nya jauh-jauh banget",1,2021-10-18 09:13:12,Google Play Store
Masudah Zainuddin,"Saya daftar vaksin dengan anak 18th, mudah melalui aplikasi ini.. bs milih, sy milih si RSUD Kebayoran Lama. Proses cepat.. tdk.sampai 1jam sdh dpt print out seerifikat vaksin pertama",5,2021-07-05 21:14:43,Google Play Store
Yayah Rohayah,"Sangat buruk, saya tdk bisa mengisi data seperti kolam jenis kelamin atau kolam alamat tdk bisa saya klik.",1,2020-08-07 19:28:10,Google Play Store
julyan,Aplikasi gajelas! Bilangnya jakarta smart.! Bikin app aja kualitas buruk!! Bilang smart,1,2021-07-12 13:03:06,Google Play Store
Muhammad Arya,"Aplikasi apa sih ini, vaksin ke-2 kok gak bisa, udah dicari tiap wilayah selalu penuh koutanya, gak akurat👎",1,2021-08-24 06:30:10,Google Play Store
Usman Jpi arjuna,"Aplikasi selalu log out sendiri, jadi repot masukkan email & password",1,2021-09-05 19:32:59,Google Play Store
Trisna Wati,Tidak sesuai pendafaran vaksin dan jadwal nya diaplikasi tersedia untuk vaksin tapi giliran sudah buat janji dan daftar dilokasi vaksin nya tidak ada tidak akurat mohon di perbaiki LG sistem nya,1,2021-11-02 10:28:07,Google Play Store
WAWAN KURNIAWAN,"Yth hormat admin, aplikaainya tolong di perbarui lagi, setiap isi data tdk bsa di buka, tnk y",1,2020-07-25 11:22:09,Google Play Store
Dika Maulana,"Aplikasi Msh beta tpi dipaksa pake ini, hadeuh, error, bug msh banyak lgi.",1,2021-08-29 15:25:28,Google Play Store
Christian Artditha,"Dasar nya apa ya zaki clm yang hasil test rapid "" TIDAK AMAN "" ?? Kenapa langsung ada kesimpulan seperti itu? Mohon di jawab pertanyaan nya Sementara saya kasih bintang DUA",2,2020-07-15 12:14:24,Google Play Store
Angga Yulyana,Sering Banget Error padahal wifi sudah bagus Mohon lebih diperbaiki lagi kedepannya,1,2021-08-26 18:58:30,Google Play Store
dina suzanne menayang,"Saya baru pakai aplikasi ini. Saya bingung, dimana posisi form JakCLM yg diperlukan sbgai slhb1 syarat utk naik kereta api jarak jauh? Tlg pncerahannya, krn yg saya temui hanya fitur CLM saja",4,2020-11-25 20:40:06,Google Play Store
Harimau Sumatera,"Jaki sangat membantu loh,saya pernah bikin laporan kurang dari 24jam sudah di atasi dan clear semua. Mantap nih apps nya gak boong,dan sekarang ada fitur LaporVideo,nah semakin membantu jika video akurat. Semoga semakin membantu warga DKI",5,2021-10-10 18:56:26,Google Play Store
Feriyanti Klaudia,Skor Nilainya Sangat Tidak memuaskan Padahal udah isi data sesuai .,2,2020-07-26 21:46:10,Google Play Store
Nurcholis JSC,"Nice nih aplikasi, membantu banget untuk warga DKI Jakarta yang mau membuat laporan dan fitur diaplikasinya juga kekinian banget.",5,2020-07-27 08:49:16,Google Play Store
Mashum Abdul Jabbar,Aplikasi yang sangat membantu... Terutama saat mencari jadwal vaksin. Terimakasih JAKI,5,2021-08-26 15:35:15,Google Play Store
Haka Haka,Tidak bisa mendaftar vaksinasi seperti yang disampaikan. Mohon di update.,2,2021-06-28 18:15:07,Google Play Store
Sani Nurul Hayati,"Aplikasi yg ngak berguna, sy udah daftar vaksin sukses lewat jaki dpt di puskesmas sukapura jakut jadwal dn jmnya,sy udah libur kerja, dtg ke puskes ee ngk di terima ktanya dari jaki udah di hpus udh ngk bisa nerima vaksin,puskes udh ngk terima vaksin ya allah sy udh bela2in libur kerja,kesel mau vaksin di bikin susah tp di suruh vaksin sm pemerintah gimana sih buang2 waktu saja. Klo ngk bisa di pake tutup aja aplikasinya cuma buang2 waktu udah smpe libur kerja. 😡😡",1,2021-07-05 13:21:11,Google Play Store
Hardi Dwi nurcahyo,Gak jelas... Daftar vaksin gak bisa bisa. Sudah masukin semua data tapi keteranganya faskes tidak tersedia terus...,1,2021-07-05 12:18:05,Google Play Store
anisa laili,Ngga ngerti gimana cara kerjanya pendaftaran vaksin di jaki ini.kuota selalu full padahal kuota masih ada Dateng ke lokasi langsung ditolak krn blm daftar di jaki sedangkan jakinya aja seperti ini.,2,2021-08-29 06:54:16,Google Play Store
