reviewId,userName,userImage,review,rating,date,replyReview,repliedAt,Source,Sentimen,,,,,
gp:AOqpTOGspM-KLI_Et0ZMF7GldH-vsgs3bvfo50nONK1ALQUJemamLiAPxS41Sm3TSnU6oy4JHouXE89ON28uqDg,Asma Wati,https://play-lh.googleusercontent.com/a-/AOh14GjUAfl6o3AVcC7c07sJH0UC4eopxaeNRMDFqt4t,Kenapa tidak bisa mengganti foto profil,3,4/28/2022 9:01,,,Google Play Store,Negative,,,,,
gp:AOqpTOE--zfG6rmI062eKihqDQaW8_zA_4PtO86z1fP822Q46Gk5117qfsNilGG6q6b_Yb-Ki7LOhnElv7B7bMY,gita prihaningrum,https://play-lh.googleusercontent.com/a-/AOh14GjMqiyL1TKEUbKjPMPiLDT4cp7B4h8jPKiOns5UVQ,"Mantap, sangat memudahkan dan praktis 😇😇",5,3/19/2022 11:03,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #IG",3/21/2022 13:49,Google Play Store,Positive,,,,,
gp:AOqpTOEm0NijDgGEMre3RyRqvY7JNLj3a8GMMjLDkBjYJ2wQvBHcXAyKE2By7VmopETHe7VCEqHcXeU5oJAxsTI,Achmad Prasetia,https://play-lh.googleusercontent.com/a-/AOh14GjXD_28l1XAx6IVAvLspoMUeDndsHjsVS8Mw-l7Ug,"Aplikasi yang sangat membantu, terus tingkatkan lagi",5,12/22/2021 20:59,,,Google Play Store,Positive,,,,,
gp:AOqpTOHXktD_C-hRZ2jatI5jjCR_okGHaqgxlxqcxs1sUvzRT6_a-N-whihQ5bnXtXHwLVWmGrw5OWfPHC4Th70,elishabet Pae,https://play-lh.googleusercontent.com/a-/AOh14GiFfChWAhrYXV7l7rme2XBnvYTOUGJISlxQS0r_vA,Trmaksih akhirnya bisa juga semoga sangat membantu trma kasih jaki Jakarta,5,5/18/2022 20:46,"Hi kak, Terima kasih atas ulasannya. Kami akan terus berusaha untuk memberikan yang terbaik :) #NAF",5/20/2022 9:10,Google Play Store,Positive,,,,,
gp:AOqpTOEHo-BHqB79VCUw-uL5b0rNHMcQnxQUdjZMLXz9fFKCJ99kZc8J956gnBYrxHm8v5q76EaX38hkrkFYteM,Fini Husnul,https://play-lh.googleusercontent.com/a/AATXAJxZuyF71qpeBheR7m5JNDG5BjxByTRBmKuHJPbj=mo,Aplikasi yang sangat baik,5,5/20/2022 5:27,"Hi kak, Terima kasih atas ulasannya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AI",5/20/2022 16:50,Google Play Store,Positive,,,,,
gp:AOqpTOGuWXD11UqgXFA7038Vq_XhTSaTUJifFxvB3stpBW8thyk_lQGhcT5hJC4s_tlRrm0edcu6qtPxlDcIjVU,Laura Kastaningrum,https://play-lh.googleusercontent.com/a-/AOh14Gh5j9RjAMObCtINLdJa-uuXWpTB0G5oEQ4HflrImg,"Sebetulnya banyak info yang bagus di aplikasi ini, tp tiap mau daftar vaksin kuota selalu penuh. Tiap jam di cobain terus, tetep kuota penuh terus. Ga tega kasih bintang satu, jadi bintang 4 aja dengan harapan ada perubahan dan perkembangan dalam aplikasi ini. Terimakasih banyak",4,7/11/2021 22:41,"Hai Kak, mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. Terima kasih. #HB",7/12/2021 11:03,Google Play Store,Positive,,,,,
gp:AOqpTOGdMt0bnb9um8hdBcp0T_OTKOEWp6ptd7JeXhLqTNGkYG8LmPv9r8wVdZuoJhHGwXMdk1jnab_xqwOVpcM,fhmy milanisti,https://play-lh.googleusercontent.com/a-/AOh14GjGjWwdyR_Fo7tgExis3lMLsJC8Ncvgk-ukMLKa,Mohon tambahkan untuk pembayaran pajak via online baik motor/ mobil..makasih,5,2/7/2022 20:51,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #NL",2/8/2022 9:37,Google Play Store,Neutral,,,,,
gp:AOqpTOG12CGGjrsIUqZE1ytmjkppNySmlLJChJ55AtK2IbeZhivIY7J71j19rhtugXlrG5hhPwUmFI1lENLx3hE,Ambar Diantoro,https://play-lh.googleusercontent.com/a-/AOh14GgTD7SYXlEnzPiLONy_8DQ30DK6t86w_nEIZQRD,"Terimakasih kasih Jaki, Saya dan keluarga sangat terbantu dengan aplikasi ini. Pelayanan pencarian vaksin sangat mudah, akurat dan tersusun dengan rapih terencana. Good design and best target for user. Matursuwunn Jaki...",5,8/10/2021 8:14,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #CTK",8/10/2021 10:30,Google Play Store,Positive,,,,,
gp:AOqpTOEqiKJhaGZfhTpdHzpftsTWrOiczmudi5mMfdA3npwZ0EmMytOeO2jdpl1DQaCXhxYVGSpf1hDjzOyuf0c,Setyawan Aman,https://play-lh.googleusercontent.com/a/AATXAJwq1gkYwQep90RpK8DIvtcJQwENCAbW67YY1PMK=mo,"Penanggulangan laporan parkir di jalan umum kampung kurang tegas karena hanya himbauan tidak dengan cara tilang/derek sekalian, karena masih terjadi parkir dijalan tersebut. Kemudian mohon untuk ditambahkan lagi : 1. Beberapa slot foto pada laporan jgn hanya 1 slot foto saja karena bisa terjadi beberapa masalah dalam 1 area atau bisa pakai vidio. 2. Sebelum penanggulangan di cek/acc oleh pelapor jgn ditutup dlu karena bisa jadi penanggulangan belum selesai 100%. Mohon feedback/perbaikan.",3,9/29/2021 5:11,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #CTK",9/29/2021 9:06,Google Play Store,Neutral,,,,,
gp:AOqpTOGA9x0DYVc9dEGt4aH4zvzSodKnOJFnLuJck41RwvofuVd8RmlEwzK8759JR9-VuAeaAd_9V7xak9tUtZU,Husnul Roby Gunawan,https://play-lh.googleusercontent.com/a-/AOh14GgcN3B_BrU0znoktSFkxiQWaeamwO_zgkaHUDi7dQ,"Sinkronisasi datanya yang bner dong, masa liat di data kuota di tempat vaksinasi masih tersedia tapi waktu mau daftar di tempat vaksinasi tersebut malah data tidak ditemukan, masih banyak yg perlu di perbaiki, datanya pasti banyak, tapi setidaknya dengan sinkronisasi data yang benar dan tidak asal-asalan tentunya tidak akan ada masalah, di website pun sama saja,",1,9/20/2021 12:31,"Hai Kak, mohon maaf atas kendala yang dialami. Silakan melakukan pengecekan secara berkala pada tautan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota setiap faskes.

Informasi lebih lanjut mengenai permasalahan kuota vaksin dapat dilihat di https://www.instagram.com/p/CTjmfP5F8iT/?utm_medium=copy_link.Terima kasih. #FA",9/20/2021 11:57,Google Play Store,Negative,,,,,
gp:AOqpTOELckLbUymoUt-9eIQZACFwdzt9bY3Suans-DYpbr7hK8PQ_nrECEWi-q4YQjmnOIIFFc7qiIkUda9OHEE,bentoel siregar,https://play-lh.googleusercontent.com/a-/AOh14Gj7RapAGJ_QXWP3RczGKdS3DyQrelJM5o9p27t8,Mau kasih bintang satu aja kayak nya masih rugi...sebetul nya ini aplikasi berguna buat apa sih ..mempermudah/mempersulit...masa mau daftar vaksinasi aja sulit nya minta ampun..saya coba di jakarta utara keterangan semua penuh...saya coba di jakarta timur ..semua penuh juga..trus ini guna aplikasi apa dong..tidak sesuai dengan ekspetasi...jujur nyesal banget download nya...,1,7/8/2021 14:24,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. #FA",7/8/2021 14:45,Google Play Store,Negative,,,,,
gp:AOqpTOG0fz-Ocyj4WtLRBFh5Kmzp0pSltIa3vN73673MnIwP9imp3LuvqEtmLuEcbR9WNUtwaU3zwlXy7JTXgEY,Vikas Kanna,https://play-lh.googleusercontent.com/a/AATXAJxahv4cWy4FkH4WyTKk0Tl75BrEQzBvzSc4KvRR=mo,"Saya download aplikasi Jaki untuk keperluan Vaksinasi, Vaksin Pertama berjalan dengan Lancar, Untuk Vaksin Kedua saya kira sudah tinggal datang ke lokasi Vaksinasi yang tersedia ternyata kita harus daftar ulang dari Aplikasi ini lagi, Permasalahan nya adalah saat saya daftar ulang tidak ada satupun Kelurahan se-jakarta yang memiliki Kuota Untuk Vaksinasi, Saya pilih Semua Kelurahan dan Semuanya Kuota Sudah Penuh, Padahal di Lokasi Masih Bisa, Mohon segera Ditindaklanjuti. Terima Kasih.",3,9/2/2021 18:37,"Hai Kak, mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. Terima kasih. #HB",9/3/2021 9:30,Google Play Store,Negative,,,,,
gp:AOqpTOEM2KKu-XtXYQAjqdKnJ4j7vSymBqgSB6EqohurUv6fE_oHd2EhqqUgS0sk5ImvBP5qTX6mSOa72TN6FG0,Monang Panjaitan,https://play-lh.googleusercontent.com/a-/AOh14Gh8Eoo3CQS0eL1VMjG2cl5S8N1mTHR8a2FRaIZBRw,"Tolong data yang berada di website corona.go.id dengan di aplikasi JAKI di sesuaikan, sebagai contoh saya ingin mendaftar Vaksinasi, di data website tempat faskes yg ingin saya kunjungi tersedia dan kuotanya masih tersedia, tetapi di aplikasi JAKI sama sekali tidak ada tempat faskes tersebut, mohon untuk aplilasinya selalu update, dan tambahan, jika saya mengajukan laporan tidak pernah direspon. Terima Kasih",1,8/8/2021 17:14,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #NL",8/9/2021 9:11,Google Play Store,Negative,,,,,
gp:AOqpTOGrKE32C7HTE_zm8Jr_e8oNr_0ho6XY-oElPYbi0FcE2MvrEPAI3rgI_RbQGBm2-eHJAT1oycW_GrgFNUY,Andi Jamaludin,https://play-lh.googleusercontent.com/a-/AOh14GjAMALnYJWhnU8Ev-q5Fx4MZkWWCr70ERIIp63rTg,"Daftar vaksin disini simple, tp pas di lokasi vaksin ada kesalahan input nomer telepon. Jd sampai sekarang belum bisa dapat sertifikatnya.. di aplikasi pedulilindung pun sudah masuk data sudah divaksin tapi certifikat tidak ada. Bagaimana & harus kemana minta sertifikatnya",3,7/30/2021 21:29,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AI",8/2/2021 9:56,Google Play Store,Positive,,,,,
gp:AOqpTOHy0uE-RDSaFLWbg2GFRw3aj3tOWuDF5ZnCYWZDe4dBPQ-2Q3tpMb6ipbMdAabd4VJWqmygO_bsXNJ7BDc,Pandu Tarsana,https://play-lh.googleusercontent.com/a-/AOh14GiJoMbndvvqOAmzTuG1jbmu1ZmSA024lDqFWtTDfA,"Payah... payah... payaaahhhh.... Sudah daftar, sudah login, sudah input nik & no hp.. sudah keluar sertifikat vaksin nya.. tapi begitu mau di lihat gak ada menu untuk itu.. Masa harus input data² lagi... hadehh",1,8/5/2021 21:04,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #TA",8/6/2021 9:33,Google Play Store,Negative,,,,,
gp:AOqpTOEa-YCAzTvWxXxrYpEiW9ffZa1nJEnVCbv5F3V8K-a2Zv9yL2OgCUCJvpckEn4mtw0o2W3Pz2AIE8-CIGY,Ahmad Raihan,https://play-lh.googleusercontent.com/a-/AOh14GhY7ic9a9ZXQYSg2VU5RMHOGStnUB_enahsJM-4,"Server nya kurang bagus, aplikasi ngelag kurang responsif, kelamaan loading, awalnya saja cepat, padahal buka aplikasi lain lancar, kuota masih banyak...",3,10/23/2021 15:34,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #CTK",10/25/2021 9:30,Google Play Store,Negative,,,,,
gp:AOqpTOHdYKqeVdN7LVcV8vXSZPPm33Ed11ZcbMy01Auyelulta3BzlVDYBLY0csez7Ake8ldRWbPqJXmoojZR3c,Nadira Andini,https://play-lh.googleusercontent.com/a-/AOh14GiaqHGenE8PP437FzQl1XDhXY1Ok-ABimZjSCwnF-s,"Payahh lo bikin aplikasi,, keterangan kuota vaksinasi kedua selalu penuh padahal di dashboard kuota vaksin untuk second dose masih tersedia. Telp ke 119 dibantu dgn Mb. Sasha diinfonya katanya masih pengembangan, jd kuota memang sudah penuh tp delay terlihat di aplikasi Jaki. Ah payah lah klo aplikasi pemerintah yg buat!!!!!!",1,9/1/2021 14:53,"Hai Kak, mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala di JAKI dan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota pada masing-masing faskes. Terima kasih. #TA",9/1/2021 15:44,Google Play Store,Negative,,,,,
gp:AOqpTOFiA7fksKS_CE12L4GXMT3jhP2BNvt5CxojA1Rneb4kZ6z5KQG215rrwSScHU9S8fPWnybtOd6JZLXY8cQ,Chairul Umam,https://play-lh.googleusercontent.com/a/AATXAJzD79VbfsI29q6qhoN-TugCMjuctoIVYoDj-jcS=mo,"Pada saat mengisi survei selalu gagal karna koneksi, padahal sinyal full, buka aplikasi yang lain pun bisa, sangat aneh, dan tidak membantu",1,9/2/2021 19:58,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala. Terima Kasih #HB",9/3/2021 9:33,Google Play Store,Negative,,,,,
gp:AOqpTOE022Mj9iaHFHpk3s9OcQepN8SVmsh8UoVgHVD2xw2O_2OhZsSnh4qAHBbHyIl2Lv6y-G1pCRCVkvPe-Uo,Deni Kurniawan,https://play-lh.googleusercontent.com/a/AATXAJy7nscnk8bAMzFciDWR3WMyKua4tJ8agBwh0Zis=mo,"Udah daftar buat tanggal 15 Juli bsok, barusan mau di cek di aplikasi lagi, malah daftar ulang lagi. Tolong lah pada yang penyedia aplikasi, di perbaiki sistem nya, jangan hal serupa kembali terjadi lagi. Terima kasih",1,7/10/2021 23:39,,,Google Play Store,Negative,,,,,
gp:AOqpTOEq3UxkLQXTPr1oESnQP2ujVomSsBJbofbo5QbSvL2SyTl0NI-80r12PtEpIdOBGwUQCqn7ErIWbQ6RgCs,Meraki Adiwarna,https://play-lh.googleusercontent.com/a-/AOh14Gi0ojV2TuyMRFNzV-EtPkw1WGTlae412dtxr5gh,"Sangat membantu, banyak fitur dan informasi yang bermanfaat sekali. Bisa lapor gangguan lingkungan via aplikasi dan direspon serta ditangani dengan cepat. Terima kasih",5,10/25/2021 7:59,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #CTK",10/25/2021 10:07,Google Play Store,Positive,,,,,
gp:AOqpTOF3f7p1TkKDYI92nhmvnJyMHX8wCy2ujxxlG2QACkDqyoByTxSyf6diQ70u2ApapWUXNclDMVDDJjVWdVY,susi khadiyanti,https://play-lh.googleusercontent.com/a/AATXAJyb7Nom-ai0bNWbCgNIi4yC38EY7PmeiV3ANY3k=mo,"Saya nyoba apk ini buat nyoba daftar vaksin ke 2. pas login daftar la kok katanya Nama yang dimasukan ngga sesuai sama NIK yang terdaftar. la mksudnya apa, orang itu udah sesuai bgt, beribu kali saya liat takut ada angka yang salah tapi ngga tuh. trs gimana ini mksudnya ya min.",2,9/6/2021 8:18,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #HB",9/6/2021 17:10,Google Play Store,Negative,,,,,
gp:AOqpTOGTBmDYX6W6tJSen5Qk7hYBNqSxG8enbPmPITet16yHU5xf6rdtGTisMOv1_7F01r9mb867ASe1njuqPr4,Prescilia I Polii,https://play-lh.googleusercontent.com/a-/AOh14Ghhvmmx4NTIMSCBBZXka81OiJMVsl9wI6nj_cxyS-M,"Sangat tidak membantu dan tidak menjawab keluhan! Apa gunanya aplikasinya kalo gitu, saya mau daftar untuk vaksin kedua mau cek data saya di JAKI TIDAK UPDATE sama sekali padahal di aplikasi peduli lindungi sudah ada data saya terupdate. Gimana sih? Gak guna dong kalo gitu saya install aplikasi ini 😏",1,11/9/2021 12:56,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AHL",11/9/2021 15:19,Google Play Store,Negative,,,,,
gp:AOqpTOEPazL16JOPCgSCy63XWM06idyem01ZnCqt3tWceumba8h2eVC4oj22D0Ze85rX6RrjGiRNZJgT4RlTtIk,Isa Muhamad,https://play-lh.googleusercontent.com/a-/AOh14GhIKBx-vwIXLMiRZdc5w-qaJWlJOrspIJWg3C230w,"Hai JAKI, saya lihat di aplikasi JAKI ada fitur cek Pajak Kendaraan Bermotor (PKB), itu bagus sebenarnya, tapi kok bisa bebas mengakses data PKB siapapun sih asal kita tahu Nopol nya. Begini, di situs samsat-pkb2.jakarta.go.id saja kalau mau cek harus input NIK dahulu, tapi di JAKI tidak pakai NIK, sehingga siapapun bisa melihat info PKB kita. Apa itu tidak apa-apa ya?",4,11/20/2021 10:00,,,Google Play Store,Positive,,,,,
gp:AOqpTOFGXtWjVxbIUtHxHWoirG1YOH9EMW9QcgGtRk91inXEIK-OmCpr-hBSsDtXpzS_s2yyaF3MDHxqk1DaOVw,Ibnu Rohman,https://play-lh.googleusercontent.com/a-/AOh14GgjiBCbeKdMcXY-FOUchAUr26w1HY2_Ilaa3pP7pw,Asli ini aplikasi lengkap banget... Kita bisa dapetin info paling Ter-update sekaligus tentang Ibukota Jakarta. Dan kita bisa bantu Report perihal masalah yg sekira nya mengganggu kenyamanan bersama dan langsung di proses lebih lanjut ke team terkait.,5,3/13/2021 3:49,"Hi kak, terima kasih atas reviewnya ya :) #HB",3/19/2021 14:43,Google Play Store,Positive,,,,,
gp:AOqpTOFEsByYtL1NfrBwcye6GQZ9kGyXXe9Jy0H49Ow8Xyley-i4q7QyZDs5R-dswknZFqFChOafS9P7KzCp4TE,Salsabila Tri Mutia,https://play-lh.googleusercontent.com/a-/AOh14GghABh62qaDdXSJp8h_YaVEWbExOY6rt4D6Z9yytA,"Saya download ini untukdaftar vaksin pertama di sini,,, selang saya daftar dapet notifikasi untuk me restart HP, udah saya lakuin,, ada kali sampe 5 kali... Tapi blm ada konfirmasi mengenai status jadwal vaksin saya. Tapi notifikasi untuk restart terus muncul.. Aneh",2,9/6/2021 20:14,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #HB",9/7/2021 12:01,Google Play Store,Negative,,,,,
gp:AOqpTOHcDBi1jlaTsiruWklLnmEgtl2C58SAOe4YC3wXJb6oBLE2lIgUxVOmf-oZNbRRdFQMqDpjGa9O1Th2-F8,Apa Aja boleh,https://play-lh.googleusercontent.com/a/AATXAJweB-5FxVvTnqIqwpX8pHkt8oQcGggRT489dtm1=mo,"Aplikasi ini sangat Baik dan Responya juga cepat terus pertahankan yang sudah Baik & Tingkatkan yang masih kurang/perlu di tingkatkan, Terima Kasih Pemprov DKI sudah membuat aplikasi ini sangat bermanfaat",5,9/29/2021 0:07,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #CTK",9/29/2021 9:04,Google Play Store,Positive,,,,,
gp:AOqpTOFbV4gtwRpTQ52cdmbNbe6Khxn9XM7ZyXE7_DPOIZ4ojEWzdv3LsYSvAnAUKNHEN7BidJtFkYPifPABdGg,Juhariah Juju,https://play-lh.googleusercontent.com/a/AATXAJxmHzcMLuzWJEMi50IuHeJxgvNgy9YTIvkoJwkw=mo,"Kenapa aplikasinya sering mengalami gangguan ya? Saya sudah mencoba berkali-kali untuk bisa mendaftar eSPPT PBB di JAKI, dengan mengikuti langkah dan mengisi datadengan baikdan benar. Tetapi, selalu yang keluar, seperti: 'Maaf, terjadi kesalahan. Silakan coba beberapa saat lagi' 'Data tidak ditemukan. NIK Pengunduh:...' 'Terjadi kesalahan' Bagaimana solusinya ya? Sudah 2 hari saya coba berkali-kali memasukkan data dengan benar, tetapi selalu ada masalah. Mohon bantuannya ya dan segera, ya.",2,6/15/2021 13:00,"Hi kak, mohon maaf atas ketidaknyamanannya. Untuk mengatasi masalah ini, mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan masalah tersebut melalui email kami di dki@jakarta.go.id Terima kasih telah menggunakan JAKI :) #HB",6/16/2021 11:20,Google Play Store,Negative,,,,,
gp:AOqpTOHlIeiEUkfu0DcUpqlKuHVXZo2ijeAuVwfWl8MorF7SrvhrmvPCJt3q_YajeaSapb2pIksn8XpEFR_7suo,johan van,https://play-lh.googleusercontent.com/a/AATXAJy97vyy99evehj4px7ZNY26Uw-4dPjoqzCkdrk_=mo,Di aplikasi tidak bisa dan tidak ada tombol untuk mengunduh file hasil pre screening.... Tolong di perbaiki...... Solusinya gimana..... Syarat vaksin harus ada print pre screening ....,1,8/22/2021 1:37,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #NL",8/23/2021 9:39,Google Play Store,Negative,,,,,
gp:AOqpTOEjqrUXQyxGqfqXHRjgTV6oWtuuPHW2qdSgy7ucpyzfu3ifqj9M_KnMjZuMZKnzDeLmzJUYCZ_3twERfiw,Edo Khatami,https://play-lh.googleusercontent.com/a/AATXAJycuIATZdJM8vG_APcE6GxCymnqrCa66CSr_MNZ=mo,Alhamdulillah vaksin dosis 1 saya sudah berhasil ada sertifikat vaksin proses cepat dan juga daftar lewat aplikasi jaki mudah dan proses cepat yang penting nik KTP dan nomor telepon yg benar supaya proses cepat apabila ada keluhan pun cepat di tanggapi . Terima kasih aplikasi jaki pokok pertahankan kualitas aplikasi jaki . Is the best 👍👍,5,8/14/2021 7:27,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #NL",8/16/2021 9:40,Google Play Store,Positive,,,,,
gp:AOqpTOGKwKWx7KQR7PqkHouvtUMnjlVN-TyDVMdkwuIzdFmrdbDzAy_R4eOpCC1Any5XxxyAOUVpLtoi7en0Gtw,ICHA FARYANTI,https://play-lh.googleusercontent.com/a-/AOh14GgSgD699RdSjQKlO88N3I5W0uVhepobWXH3C72aIjI,"Download ini karena website pajakonline untuk download SPPT PBB lambat verifikasinya, akhirnya diarahkan sama call center untuk download jaki, alhamdulillah langsung berhasil ga ribet, ga lama, bahkan ga sampe 2 menit buat log in dan isi data untuk PBB, abis itu tinggal download. Bisa buat cek biaya pajak kendaraan juga, bisa buat lapor2 dan informasi lainnya terkait jakarta. Terima kasih sudah menyediakan aplikasi yg sangat berguna ini, maju terus jakarta!",5,6/10/2021 12:47,"Hi kak, Terima kasih atas ulasannya ya. Kami akan terus berusaha untuk memberikan yang terbaik :) #AHL",6/10/2021 13:45,Google Play Store,Positive,,,,,
gp:AOqpTOFMYSwy9713l9YS1WUyONWE0fj1-LPIHRtWIKmsAviQF-pVBEo0zwsmCPmMNMq-0-Vrk0tzR_nR0nFmJ4U,Ida Purwandari,https://play-lh.googleusercontent.com/a/AATXAJzcLPpiN4BlSfX6b47sDt2mxZvDOWYzzCWNlaro=mo,"Ko gk bisa di pake buat daftar vaksinasi. Ada keterangannya ""maaf tanggal tidak tersedia. Silahkan ganti faskes atau lokasi"". Udah di ganti masih aja gk bisa di semua tempat. Gk guna banget buat daftar vaksinasi. Mohon di perbaiki bug nya.",1,6/27/2021 22:29,"Hai kak, mohon maaf atas kendala yang dialami, untuk saat ini kuota vaksinasi belum tersedia. Jika ada penambahan kuota akan kami informasikan melalui JAKI dan media sosial resmi milik Jakarta Smart City. Silakan melakukan pengecekan secara berkala. Terima kasih :) #HB",6/29/2021 10:40,Google Play Store,Negative,,,,,
gp:AOqpTOEgw86of2z-vvfIGlMW1ZCntNs_ygK_fZk52yvyIkhfHgGsQo0mjwGiVQ46pClGjXMp3T4lqhYi52zHGUs,Fina Indah,https://play-lh.googleusercontent.com/a-/AOh14GhJa_nbEqfT-TQQyaCJuJ50E1tL1vwhEDf0tpYi,"Aplikasi tolong di benerin lagi dong..daftar mau vaksin di pilihan faskes ga bisa,tgl ga bisa,jam juga ga bisa-bisa..coba langsung ke tempat faskes juga ga bisa,suruh daftar lewat JAKI tapi tetep aja muter-muter ga jelas nih aplikasi.. Malah jadi membingungkan...",1,7/5/2021 6:36,"Hai Kak, terima kasih atas review yang diberikan. Mohon maaf atas kendala yang dialami, saat ini tim kami sedang berupaya untuk mengoptimalisasi sistem agar dapat berjalan dengan baik. Silakan melakukan pengecekan secara berkala. Terima Kasih.#CTK",7/5/2021 11:12,Google Play Store,Negative,,,,,
gp:AOqpTOElygf7KlfT2EnRtsaXQG_zScsgrBzDdMap2kBvc5ayuhkZJBC9SH-fLpEGwi9D49KH0jjcinBMcuzieY4,Umar Ali Syaifudin,https://play-lh.googleusercontent.com/a-/AOh14GjUC7dImTuL5jxCI3Mh3he5P_VottHYuqUrr3vn,"Udah daftar vaksin lewat aplikasi jaki , udh dapet tanggal , waktu dan tempatnya .pas dateng ke lokasi vaksin dengan menunjukan kartu vaksin dri jaki malah ditolak dengan alesan nomor pendaftaran sudah habis , buat apa fungsinya daftar lwt jaki kalo pas dateng ke lokasinya mereka punya nomor pendaftaran sendiri ..",2,8/30/2021 11:59,"Hi kak, mohon maaf atas ketidaknyamanannya. Mohon untuk menyebutkan kesulitan yang dihadapi dengan menjelaskan kronologi masalah melalui email kami di dki@jakarta.go.id, Terima kasih telah menggunakan JAKI :) #AHL",8/30/2021 15:01,Google Play Store,Negative,,,,,
